block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
b_5-001_3585,5,1,MANOA VALLEY,50011,3585_s,5593658.503.864105
a_411-001_3500,85,1,MAKAKILO PANANA ST,4120006,3500_s,5603631.4122.856799
b_72-001_3563,43,1,SCHOFIELD via Wahiawa,720026,3563_muwtf,5598818.7202.867348
b_11-001_3616,11,1,ALAPAI TRANSIT CENTER,110008,3616_smuwtfa,5595934.1104.865581
b_13-007_3616,127,0,LILIHA - Puunui Avenue,130120,3616_smuwtfa,5613543.1306.872581
a_413-002_3534,86,0,CAMPBELL INDUSTRIAL PARK,4130011,3534_smuwtfa,5605385.4131.857889
a_501-001_3497,113,1,MILILANI MAUKA,5010006,3497_a,5632267.5011.860126
b_C-009_3563,40,0,CountryExpress! MAKAHA,C0105,3563_muwtf,5599829.6605.868123
a_93-009_3534,26,1,HONOKAI HALE,400227,3534_smuwtfa,5606506.4004.858796
b_4-002_3616,4,1,WAIKIKI via UH Manoa,40109,3616_smuwtfa,5597244.415.866585
b_72-001_3616,43,0,WHITMORE via Wahiawa,720031,3616_smuwtfa,5605349.7203.870894
b_2-033_3616,2,0,SCHOOL STREET - Middle Street,20120,3616_smuwtfa,5597501.207.866784
b_73-002_3616,44,0,PEARL CITY PENINSULA,730024,3616_smuwtfa,5605983.7303.871405
a_42-011_3500,28,0,EWA BEACH via Arizona Memorial,420119,3500_s,5603900.4205.857058
a_40-007_3495,26,1,HONOLULU - Ala Moana Center,400233,3495_muwtf,5600553.4005.855506
a_18-001_3534,17,0,ALA MOANA CENTER,180012,3534_smuwtfa,5596922.1801.853268
b_8-008_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596515.801.866074
a_52-008_3495,129,1,HONOLULU - Ala Moana Center,520089,3495_muwtf,5600337.5204.855403
a_76-001_3500,46,1,WAIALUA,760008,3500_s,5603518.7602.856690
b_62-004_3616,131,1,ALAPAI TRANSIT CENTER,620124,3616_smuwtfa,5606763.6202.871980
b_32-002_3585,25,1,KALIHI TRANSIT CENTER,320041,3585_s,5593880.3204.864296
b_A-007_3616,22,1,CityExpress! UH MANOA,A0056,3616_smuwtfa,5606154.2503.871545
a_5-001_3497,5,1,MANOA VALLEY,50011,3497_a,5591258.503.849420
a_44-001_3500,30,0,EWA VILLAGES - EWA BEACH,440015,3500_s,5603663.4404.856829
b_17-001_3572,16,1,ALA MOANA CENTER,170008,3572_a,5591110.1701.862459
a_57-004_3497,36,1,HONOLULU - Ala Moana Center,570078,3497_a,5609728.5702.859165
a_40-012_3500,26,0,MAKAHA TOWERS,400216,3500_s,5604230.4092.857311
b_65-002_3616,131,0,WAHIAWA HEIGHTS,620156,3616_smuwtfa,5606712.6208.871929
b_4-003_3563,4,0,NUUANU - Dowsett Avenue via UH Manoa,40095,3563_muwtf,5589069.407.861898
a_8-001_3500,8,1,WAIKIKI BEACH & HOTELS,80018,3500_s,5594039.803.851291
b_8-002_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596545.801.866104
b_434-001_3616,90,0,VILLAGE PARK,4340022,3616_smuwtfa,5606136.4341.871529
a_55-004_3500,130,1,HONOLULU - Ala Moana Center,550075,3500_s,5604625.5502.857636
a_19-021_3534,19,0,AIRPORT - PEARLRIDGE,200077,3534_smuwtfa,5597417.2003.853609
b_C-009_3585,40,0,CountryExpress! MAKAHA,C0105,3585_s,5631966.6605.873095
b_8-003_3563,8,1,WAIKIKI BEACH & HOTELS,80018,3563_muwtf,5587300.803.860793
b_434-001_3585,90,0,VILLAGE PARK,4340022,3585_s,5604035.4341.870223
b_94-003_3563,117,0,EXPRESS - Villages of Kapolei,940003,3563_muwtf,5587512.9402.860932
b_411-001_3572,85,1,MAKAKILO PANANA ST,4120006,3572_a,5601853.4122.868854
a_403-002_3497,83,0,WAIANAE TRANSIT CENTER,4030025,3497_a,5602486.4034.856228
b_72-001_3563,43,0,WHITMORE via Wahiawa,720031,3563_muwtf,5598805.7203.867335
b_9s-001_3563,125,0,PALOLO VALLEY,9s0004,3563_muwtf,5661952.9A01.873633
a_55-005_3500,130,1,HONOLULU - Ala Moana Center,550075,3500_s,5604632.5502.857643
a_9-001_3495,126,1,KAIMUKI - KCC,90159,3495_muwtf,5588738.912.848559
a_413-001_3495,86,0,CAMPBELL INDUSTRIAL PARK,4130011,3495_muwtf,5599965.4131.855068
a_8-006_3497,8,0,ALA MOANA CENTER,80021,3497_a,5591510.801.849646
b_83-012_3563,51,0,EXPRESS - Wahiawa - Waialua,830025,3563_muwtf,5598409.8305.867052
a_3-008_3495,3,1,KAPIOLANI COMM COLLEGE,30152,3495_muwtf,5589961.311.849151
b_8-001_3572,8,1,WAIKIKI BEACH & HOTELS,80018,3572_a,5591516.803.862831
a_19-023_3534,19,0,AIRPORT - PEARLRIDGE,200076,3534_smuwtfa,5597411.2003.853603
a_19-024_3495,18,0,AIRPORT - HICKAM,190124,3495_muwtf,5589215.1903.848790
a_19-021_3500,18,1,WAIKIKI BEACH & HOTELS,190113,3500_s,5594862.1911.851884
b_56-004_3572,35,0,KAILUA - KANEOHE,560030,3572_a,5592174.5604.863293
b_433-002_3563,89,0,WAIPAHU TRANSIT CENTER,4330014,3563_muwtf,5599344.4333.867731
a_503-001_3495,114,0,LAUNANI VALLEY,5030011,3495_muwtf,5632129.5031.860000
a_E-002_3497,109,1,CountryExpress! DOWNTOWN,E0031,3497_a,5602770.6802.856438
b_65-001_3563,39,1,DOWNTOWN - Bishop Street,650093,3563_muwtf,5600175.6501.868358
a_414-001_3495,112,0,CommunityAccess! KAPOLEI TC,4140009,3495_muwtf,5632230.4141.860097
a_9-002_3534,126,1,KAIMUKI - KCC,90159,3534_smuwtfa,5597669.912.853800
a_403-002_3495,81,0,WAIANAE VALLEY,4010005,3495_muwtf,5599235.4013.854510
b_403-002_3572,83,0,WAIANAE TRANSIT CENTER,4030025,3572_a,5602492.4034.869348
b_65-001_3563,39,0,KANEOHE - KAHALUU,650096,3563_muwtf,5600149.6504.868332
a_A-009_3497,22,0,CityExpress! KALIHI TRANSIT CENTER,A0061,3497_a,5602271.2501.856142
b_57-001_3563,36,1,HONOLULU - Ala Moana Center,570077,3563_muwtf,5588257.5702.861477
a_9s-001_3500,125,0,PALOLO VALLEY,9s0004,3500_s,5594518.9A01.851686
a_403-001_3500,82,1,WAIANAE TRANSIT CENTER,4020005,3500_s,5604387.4023.857451
a_6-006_3534,6,0,PAUOA VALLEY,60125,3534_smuwtfa,5596138.605.852617
a_5-001_3497,5,1,MANOA VALLEY,50011,3497_a,5591251.503.849413
b_2-043_3572,2,1,WAIKIKI - KCC,20112,3572_a,5592868.213.863762
b_415-001_3570,27,1,KAPOLEI HIGH & MIDDLE SCHOOLS,410044,3570_muwtf_RAon,5598772.4105.867319
b_98-004_3616,64,0,EXPRESS - Mililani - Wahiawa P&R,980020,3616_smuwtfa,5596033.9802.865668
b_9s-001_3616,125,0,PALOLO VALLEY,9s0004,3616_smuwtfa,5596996.9A01.866479
a_55-007_3495,130,1,HONOLULU - Ala Moana Center,550066,3495_muwtf,5600303.5502.855369
a_22-002_3500,21,1,TheBeachBus - HANAUMA BAY,220049,3500_s,5593695.2203.850982
a_17-001_3500,16,0,MAKIKI,170001,3500_s,5593452.1702.850756
a_503-001_3495,114,0,LAUNANI VALLEY,5030011,3495_muwtf,5632127.5031.859998
a_55-006_3534,130,1,HONOLULU - Ala Moana Center,550075,3534_smuwtfa,5606815.5502.859031
a_31-001_3500,24,0,AIRPORT via Kalihi Transit Center,310021,3500_s,5593933.3104.851187
a_1-008_3534,1,1,HAWAII KAI,10201,3534_smuwtfa,5596253.113.852719
a_19-021_3534,18,0,AIRPORT - HICKAM,190124,3534_smuwtfa,5597383.1903.853575
b_14-002_3563,13,0,SAINT LOUIS HEIGHTS via Waialae,140040,3563_muwtf,5697106.1407.873978
a_42-008_3500,28,0,EWA BEACH via Arizona Memorial,420119,3500_s,5603908.4205.857066
a_55-008_3534,131,1,PEARL CITY Connection to Honolulu,620128,3534_smuwtfa,5606715.620C.858931
a_31-001_3495,24,1,TRIPLER via Kalihi Transit Center,310018,3495_muwtf,5588060.3103.848046
b_1-002_3585,1,1,KAHALA MALL,10203,3585_s,5594263.105.864631
a_2-047_3497,2,1,WAIKIKI - KCC,20112,3497_a,5592907.213.850643
a_56-002_3534,35,0,KAILUA - KANEOHE,560030,3534_smuwtfa,5595823.5604.852386
b_57-001_3585,36,1,HONOLULU - Ala Moana Center,570077,3585_s,5594128.5702.864522
a_434-001_3534,90,0,VILLAGE PARK,4340022,3534_smuwtfa,5606091.4341.858446
b_101-005_3563,65,1,EXPRESS - Downtown,1010018,3563_muwtf,5598826.1011.867354
b_412-001_3563,85,0,KAPOLEI TRANSIT CENTER,4120007,3563_muwtf,5599106.4121.867528
a_57-002_3495,36,1,HONOLULU - Ala Moana Center,570077,3495_muwtf,5588258.5702.848193
a_14-001_3500,13,0,SAINT LOUIS HEIGHTS,140030,3500_s,5594993.1401.851987
b_13-004_3572,127,0,LILIHA - Puunui Avenue,130120,3572_a,5613447.1306.872504
a_54-002_3497,33,1,ALAPAI TRANSIT CENTER via Red Hill,540059,3497_a,5591312.5404.849472
a_40-011_3500,26,0,MAKAHA TOWERS,400216,3500_s,5604229.4092.857310
a_4-002_3534,4,0,NUUANU - Kimo Drive via UH Manoa,40096,3534_smuwtfa,5597300.408.853504
b_8-004_3563,8,0,ALA MOANA CENTER,80021,3563_muwtf,5587342.801.860835
b_40-010_3578,26,1,HONOLULU - Ala Moana Center,400235,3578_a_UWoff,5624142.4005.872868
b_433-001_3563,89,0,WAIPAHU TRANSIT CENTER,4330014,3563_muwtf,5599351.4333.867738
b_9s-001_3585,125,1,PALOLO VALLEY,9s0003,3585_s,5594465.9A01.864791
a_40-011_3552,26,0,MAKAHA TOWERS,400223,3552_muwtf_UWoff,5600573.4092.855526
b_42-009_3563,28,0,EWA BEACH via Arizona Memorial,420121,3563_muwtf,5599564.4205.867934
a_501-001_3500,115,1,MILILANI via Kuahelani,5040005,3500_s,5632442.5041.860285
b_32-002_3585,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3585_s,5593901.3202.864317
a_9-002_3528,126,1,KAIMUKI - KCC,90158,3528_muwtf_PHon,5588730.912.848551
b_54-002_3563,33,0,LOWER PEARL CITY,540061,3563_muwtf,5587650.5408.861035
a_76-001_3495,46,0,HALEIWA,760003,3495_muwtf,5598332.7601.853896
a_434-001_3495,90,0,VILLAGE PARK,4340022,3495_muwtf,5599398.4341.854671
b_81-004_3563,49,1,EXPRESS - Downtown,810009,3563_muwtf,5598481.8101.867086
b_15-001_3585,14,1,ALAPAI TRANSIT CENTER,150011,3585_s,5593636.1501.864085
b_2-035_3616,2,0,SCHOOL STREET - Middle Street,20120,3616_smuwtfa,5597603.207.866886
b_23-001_3563,36,1,HONOLULU - Ala Moana Center,570077,3563_muwtf,5588262.5702.861482
b_432-002_3585,88,0,WAIPAHU TRANSIT CENTER,4320024,3585_s,5603727.4322.869965
b_53-001_3585,32,0,PACIFIC PALISADES,530035,3585_s,5604563.530C.870614
a_3-014_3495,3,0,SALT LAKE,30158,3495_muwtf,5589986.314.849176
a_A-006_3500,22,1,CityExpress! UH MANOA,A0056,3500_s,5604100.2503.857208
b_55-009_3572,129,1,WAHIAWA TC - Connection to Honolulu,520088,3572_a,5602959.5218.869693
b_56-003_3572,35,0,KAILUA - KANEOHE,560030,3572_a,5592173.5604.863292
a_53-001_3497,32,1,PEARL CITY,530050,3497_a,5602808.530B.856468
a_32-001_3497,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3497_a,5591634.3202.849754
a_17-001_3500,16,0,MAKIKI,170001,3500_s,5593483.1702.850787
b_40-004_3585,26,0,MAKAHA TOWERS,400216,3585_s,5604197.4092.870360
b_62-007_3571,131,1,WAHIAWA HEIGHTS - Schofield,620141,3571_f,5600209.6209.868392
a_C-005_3500,40,1,CountryExpress! ALA MOANA,C0102,3500_s,5604394.6601.857457
b_19-027_3616,18,0,AIRPORT - HICKAM,190125,3616_smuwtfa,5597366.1903.866695
a_22-004_3534,21,1,TheBeachBus - HANAUMA BAY,220049,3534_smuwtfa,5595527.2203.852136
b_89-001_3616,56,1,EXPRESS - Downtown,890001,3616_smuwtfa,5595777.8901.865484
b_41-001_3585,27,0,KAPOLEI TRANSIT CENTER,410038,3585_s,5604267.4103.870413
a_432-001_3495,88,0,WEST WAIPAHU - Leoku Street,4320017,3495_muwtf,5598615.4323.854069
a_43-003_3495,29,0,WAIPAHU via H-1 Freeway,430024,3495_muwtf,5588086.4309.848066
b_8-001_3572,8,1,WAIKIKI BEACH & HOTELS,80018,3572_a,5591528.803.862843
a_9-019_3495,126,1,KAIMUKI - KCC,90167,3495_muwtf,5588744.912.848565
b_9s-001_3616,125,0,PALOLO VALLEY,9s0004,3616_smuwtfa,5596978.9A01.866461
b_62-003_3616,131,0,WAHIAWA HEIGHTS,620162,3616_smuwtfa,5606887.6208.872104
b_10-001_3585,10,0,KALIHI KAI,100014,3585_s,5593596.1002.864047
b_17-001_3563,16,1,ALA MOANA CENTER,170008,3563_muwtf,5587107.1701.860633
a_18-001_3497,17,0,ALA MOANA CENTER,180012,3497_a,5592141.1801.850083
a_62-007_3503,43,1,SCHOFIELD via Wahiawa,720027,3503_f,5600202.7202.855271
a_13-006_3534,127,0,LILIHA - Puunui Avenue,130120,3534_smuwtfa,5613542.1306.859579
b_56-003_3585,35,0,KAILUA - KANEOHE,560030,3585_s,5594420.5604.864756
b_57-001_3585,36,1,HONOLULU - Ala Moana Center,570077,3585_s,5594142.5702.864536
b_403-001_3572,81,0,WAIANAE VALLEY,4010005,3572_a,5602525.4013.869378
b_70-001_3563,41,0,MAUNAWILI,700001,3563_muwtf,5587023.7002.860573
b_52-006_3616,129,1,HONOLULU - Ala Moana Center,520086,3616_smuwtfa,5606765.5204.871982
b_19-029_3563,18,1,WAIKIKI BEACH & HOTELS,190114,3563_muwtf,5589198.1911.861989
b_62-007_3572,131,0,WAHIAWA HEIGHTS,620152,3572_a,5602931.6208.869665
b_93-010_3616,60,0,EXPRESS - Makaha,930023,3616_smuwtfa,5606492.9302.871831
b_62-003_3585,131,0,WAHIAWA HEIGHTS,620162,3585_s,5604726.6208.870776
b_4-002_3616,4,1,WAIKIKI via UH Manoa,40107,3616_smuwtfa,5597262.415.866603
a_411-001_3497,84,0,MAKAKILO HEIGHTS,4110027,3497_a,5601823.4112.855710
b_52-005_3572,129,0,WAHIAWA - HALEIWA,520090,3572_a,5603010.5217.869743
a_4-004_3534,4,1,WAIKIKI via UH Manoa,40091,3534_smuwtfa,5597284.415.853488
a_40-008_3500,26,1,HONOLULU - Ala Moana Center,400232,3500_s,5604150.4005.857246
b_62-002_3616,131,1,ALAPAI TRANSIT CENTER,620124,3616_smuwtfa,5606804.6202.872021
b_503-001_3563,114,1,LAUNANI VALLEY,5030010,3563_muwtf,5632107.5031.873110
a_70-001_3534,41,0,MAUNAWILI,700001,3534_smuwtfa,5595798.7002.852363
b_432-002_3572,88,0,WAIPAHU TRANSIT CENTER,4320024,3572_a,5601944.4322.868939
a_9s-001_3534,125,1,PALOLO VALLEY,9s0003,3534_smuwtfa,5596952.9A01.853298
a_41-003_3495,84,1,MAKAKILO HEIGHTS,4110023,3495_muwtf,5599478.4112.854741
a_A-001_3497,22,0,CityExpress! WAIPAHU,A0060,3497_a,5602224.2505.856095
a_54-001_3500,33,0,LOWER PEARL CITY,540061,3500_s,5593737.5408.851013
b_83-007_3563,51,0,EXPRESS - Wahiawa,830026,3563_muwtf,5598416.8303.867059
a_14-001_3534,13,1,SAINT LOUIS HEIGHTS,140029,3534_smuwtfa,5597447.1401.853616
a_13-006_3495,127,0,LILIHA - Puunui Avenue,130120,3495_muwtf,5613089.1306.859314
a_44-001_3534,30,1,WAIPAHU - Leoku Street,440008,3534_smuwtfa,5605705.4405.858122
b_31-001_3572,24,1,TRIPLER via Kalihi Transit Center,310018,3572_a,5591688.3103.862981
b_6-002_3616,6,1,UNIVERSITY - Woodlawn Drive,60120,3616_smuwtfa,5596065.608.865684
a_433-001_3497,90,0,VILLAGE PARK,4340022,3497_a,5602127.4341.856004
a_70-001_3497,41,0,MAUNAWILI,700010,3497_a,5591135.7002.849303
a_55-002_3534,130,0,KANEOHE - NORTH SHORE HALEIWA,550078,3534_smuwtfa,5606749.5511.858965
a_40-007_3550,26,1,HONOLULU - Ala Moana Center,400280,3550_a_UWon,5624204.4005.859940
a_55-006_3534,131,1,PEARL CITY Connection to Honolulu,620128,3534_smuwtfa,5606714.620C.858930
b_3-002_3585,3,0,SALT LAKE,30158,3585_s,5594556.314.864880
a_15-001_3497,14,1,ALAPAI TRANSIT CENTER,150011,3497_a,5591186.1501.849352
a_234-002_3495,107,0,WAIALAE NUI,2340001,3495_muwtf,5586941.2342.847219
b_5-001_3616,5,1,MANOA VALLEY,50011,3616_smuwtfa,5595736.503.865445
a_19-021_3495,18,0,AIRPORT - HICKAM,190124,3495_muwtf,5589217.1903.848792
b_503-001_3572,114,0,LAUNANI VALLEY,5030007,3572_a,5632325.5031.873314
a_17-001_3534,16,0,MAKIKI,170001,3534_smuwtfa,5595607.1702.852205
b_3-006_3563,3,0,SALT LAKE,30158,3563_muwtf,5590026.314.862395
b_42-002_3585,28,1,WAIKIKI BEACH & HOTELS,420130,3585_s,5603867.4209.870101
a_9-005_3507,126,1,KAIMUKI - KCC,90173,3507_muwtf_PHoff,5588803.912.848624
b_403-001_3572,81,0,WAIANAE VALLEY,4010005,3572_a,5602517.4013.869370
a_1-015_3497,1,1,KAHALA MALL,10203,3497_a,5591844.105.849948
a_56-004_3497,35,0,KAILUA - KANEOHE,560030,3497_a,5592178.5604.850118
b_4-004_3572,4,0,NUUANU - Kimo Drive via UH Manoa,40096,3572_a,5592660.408.863619
b_40-004_3585,26,1,HONOLULU - Ala Moana Center,400235,3585_s,5604176.4005.870345
b_55-005_3563,130,1,HONOLULU - Ala Moana Center,550066,3563_muwtf,5600338.5502.868518
a_62-005_3497,131,0,WAHIAWA HEIGHTS,620160,3497_a,5602984.6208.856641
b_2-032_3616,2,1,WAIKIKI - KCC,20112,3616_smuwtfa,5597532.213.866815
a_433-001_3534,89,0,WAIPAHU TRANSIT CENTER,4330014,3534_smuwtfa,5606061.4333.858420
a_2-036_3500,2,1,WAIKIKI - KCC,20112,3500_s,5595063.213.852055
a_93-020_3495,60,0,EXPRESS - Makaha,930023,3495_muwtf,5599909.9302.855050
b_501-001_3616,113,1,MILILANI MAUKA,5010006,3616_smuwtfa,5632594.5011.873557
a_43-006_3495,29,0,WAIPAHU via H-1 Freeway,430024,3495_muwtf,5588078.4309.848058
b_C-010_3616,40,1,CountryExpress! ALA MOANA,C0102,3616_smuwtfa,5687967.6601.873710
a_80A-002_3522,69,0,EXPRESS - University,80A0027,3522_muwtf_UMon,5587043.80A4.847306
a_41-002_3495,84,0,KAPOLEI TRANSIT CENTER,4110027,3495_muwtf,5599518.4111.854781
a_13-001_3534,127,1,WAIKIKI - UH Manoa,130118,3534_smuwtfa,5613500.1312.859538
b_56-001_3616,35,1,HONOLULU - Ala Moana Center,560025,3616_smuwtfa,5595839.5602.865539
a_432-002_3497,88,1,EAST WAIPAHU - Paiwa Street,4320025,3497_a,5602054.4321.855935
b_23-003_3563,103,1,AINA HAINA,230037,3563_muwtf,5588491.2301.861631
b_3-002_3572,3,0,SALT LAKE,30158,3572_a,5592368.314.863475
b_56-001_3616,35,0,KAILUA - KANEOHE,560030,3616_smuwtfa,5595852.5604.865552
a_2-041_3534,2,0,SCHOOL STREET - Middle Street,20120,3534_smuwtfa,5597587.207.853754
a_31-001_3500,24,1,TRIPLER via Kalihi Transit Center,310019,3500_s,5593907.3103.851161
b_8-005_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596517.801.866076
a_54-003_3497,33,1,ALAPAI TRANSIT CENTER via Red Hill,540048,3497_a,5591310.5404.849470
a_411-002_3497,84,1,MAKAKILO HEIGHTS,4110023,3497_a,5601812.4112.855699
a_7-002_3497,7,0,KAMEHAMEHA IV ROAD,70056,3497_a,5591718.703.849832
b_1-015_3616,1,0,KALIHI TRANSIT CENTER,10214,3616_smuwtfa,5596366.107.865969
a_57-003_3500,36,1,HONOLULU - Ala Moana Center,570077,3500_s,5594127.5702.851363
a_9s-001_3534,125,1,PALOLO VALLEY,9s0003,3534_smuwtfa,5596934.9A01.853280
a_8-002_3495,8,0,ALA MOANA CENTER,80021,3495_muwtf,5587350.801.847558
b_A-005_3616,22,0,CityExpress! WAIPAHU,A0060,3616_smuwtfa,5606173.2505.871564
a_31-001_3534,24,1,TRIPLER via Kalihi Transit Center,310018,3534_smuwtfa,5596449.3103.852881
b_57A-022_3563,124,1,HONOLULU- Ala Moana Center,57A0010,3563_muwtf,5588365.57A2.861576
b_2-040_3585,2,1,WAIKIKI - KCC,20112,3585_s,5595078.213.865207
b_2-035_3616,2,1,WAIKIKI - KCC,20112,3616_smuwtfa,5597523.213.866806
b_32-002_3616,25,1,KALIHI TRANSIT CENTER,320041,3616_smuwtfa,5596175.3204.865782
b_53-001_3585,32,0,PACIFIC PALISADES,530052,3585_s,5604556.530C.870608
b_A-002_3572,22,1,CityExpress! UH MANOA,A0056,3572_a,5602197.2503.869182
a_54-001_3497,33,1,ALAPAI TRANSIT CENTER via Red Hill,540048,3497_a,5591322.5404.849482
b_22-001_3626,21,1,SEA LIFE PARK,220048,3626_u,5587210.2206.860726
a_2-038_3500,2,0,SCHOOL STREET - Middle Street,20120,3500_s,5595128.207.852120
a_9s-001_3534,125,0,PALOLO VALLEY,9s0004,3534_smuwtfa,5596967.9A01.853313
b_19-021_3563,19,1,WAIKIKI BEACH & HOTELS,200069,3563_muwtf,5589267.2009.862058
b_1-014_3616,1,1,KAHALA MALL,10203,3616_smuwtfa,5596208.105.865811
a_6-001_3534,6,0,PAUOA VALLEY,60127,3534_smuwtfa,5596106.605.852585
b_40-010_3580,26,0,MAKAHA TOWERS,400284,3580_muwtf_UWon,5600664.4092.868730
a_40-012_3548,26,0,MAKAHA TOWERS,400285,3548_muwtf_UWon,5600604.4092.855557
a_C-013_3495,40,0,CountryExpress! MAKAHA,C0105,3495_muwtf,5599799.6605.854979
b_91-002_3616,58,1,EXPRESS - Downtown,910007,3616_smuwtfa,5605610.9101.871121
a_1-004_3500,1,0,KALIHI TRANSIT CENTER,10214,3500_s,5594301.107.851511
a_432-001_3495,88,1,EAST WAIPAHU - Paiwa Street,4320025,3495_muwtf,5598526.4321.853980
b_72-001_3585,43,1,SCHOFIELD via Wahiawa,720026,3585_s,5603553.7202.869799
b_E-004_3585,109,0,CountryExpress! EWA BEACH,E0033,3585_s,5604507.6803.870567
b_23-001_3572,36,0,KAILUA - SEA LIFE PARK,570084,3572_a,5609801.5704.872220
a_73-002_3534,44,1,PEARL CITY,730027,3534_smuwtfa,5605981.7302.858364
a_8-004_3497,8,1,WAIKIKI BEACH & HOTELS,80018,3497_a,5591540.803.849676
a_434-001_3495,90,1,WAIPAHU TRANSIT CENTER,4340042,3495_muwtf,5599405.4343.854678
a_415-001_3490,87,0,KAPOLEI TRANSIT CENTER,4150009,3490_muwtf_RAon,5598761.4152.854193
b_7-001_3563,7,0,KAMEHAMEHA IV ROAD,70056,3563_muwtf,5588143.703.861396
a_19-026_3534,18,1,WAIKIKI BEACH & HOTELS,190114,3534_smuwtfa,5597346.1911.853538
b_E-003_3563,109,0,CountryExpress! EWA BEACH,E0033,3563_muwtf,5599760.6803.868070
a_2-045_3534,2,0,SCHOOL STREET - Middle Street,20120,3534_smuwtfa,5597568.207.853735
b_43-001_3563,63,1,EXPRESS - Downtown,970007,3563_muwtf,5587807.9701.861124
a_6-002_3500,6,1,UNIVERSITY - Woodlawn Drive,60120,3500_s,5593820.608.851084
b_5-001_3585,5,1,MANOA VALLEY,50011,3585_s,5593666.503.864113
b_23-001_3585,103,1,HAWAII KAI - SEA LIFE PARK,230033,3585_s,5594131.2303.864525
b_40-002_3560,26,0,MAKAHA TOWERS,400223,3560_muwtf_UWoff,5600579.4092.868646
b_57-003_3585,36,1,HONOLULU - Ala Moana Center,570077,3585_s,5594127.5702.864521
b_22-001_3585,21,1,TheBeachBus - HANAUMA BAY,220049,3585_s,5593681.2203.864126
a_2-039_3534,2,0,SCHOOL STREET - Middle Street,20120,3534_smuwtfa,5597572.207.853739
b_52-001_3616,129,0,HALEIWA,520095,3616_smuwtfa,5606747.5220.871964
b_23-003_3563,103,0,WAIKIKI - Ala Moana Center,230040,3563_muwtf,5588299.2306.861519
a_70-001_3500,41,0,MAUNAWILI,700010,3500_s,5593555.7002.850850
a_9s-001_3500,125,0,PALOLO VALLEY,9s0004,3500_s,5594505.9A01.851673
a_76-001_3534,46,0,HALEIWA,760003,3534_smuwtfa,5605476.7601.857968
a_3-008_3500,3,0,SALT LAKE,30158,3500_s,5594558.314.851724
a_E-002_3495,109,1,CountryExpress! DOWNTOWN,E0031,3495_muwtf,5599703.6802.854899
b_3-001_3616,3,1,KAPIOLANI COMM COLLEGE,30162,3616_smuwtfa,5597018.311.866499
b_13-005_3572,127,1,WAIKIKI - UH Manoa,130118,3572_a,5613402.1312.872459
b_6-002_3585,6,1,UNIVERSITY - Woodlawn Drive,60120,3585_s,5593823.608.864245
a_8-005_3497,8,1,WAIKIKI BEACH & HOTELS,80018,3497_a,5591584.803.849720
a_54-003_3534,33,0,LOWER PEARL CITY,540061,3534_smuwtfa,5596000.5408.852506
b_1-014_3572,1,1,KAHALA MALL,10203,3572_a,5591821.105.863104
a_17-001_3495,16,1,ALA MOANA CENTER,170008,3495_muwtf,5587107.1701.847348
a_62-001_3495,131,1,ALAPAI TRANSIT CENTER,620124,3495_muwtf,5600236.6202.855302
b_411-001_3616,85,0,KAPOLEI TRANSIT CENTER,4120007,3616_smuwtfa,5605599.4121.871110
a_432-001_3500,88,1,EAST WAIPAHU - Paiwa Street,4320025,3500_s,5603695.4321.856857
b_18-001_3616,17,0,UH MANOA - Dole Street,180009,3616_smuwtfa,5596873.1802.866364
a_62-002_3534,131,1,ALAPAI TRANSIT CENTER,620124,3534_smuwtfa,5606793.6202.859009
b_10-001_3572,10,0,KALIHI KAI,100014,3572_a,5591196.1002.862539
a_2-032_3500,2,0,SCHOOL STREET - Middle Street,20120,3500_s,5595042.207.852034
b_8-007_3585,8,0,ALA MOANA CENTER,80021,3585_s,5593991.801.864401
a_2-036_3500,2,0,SCHOOL STREET - Middle Street,20120,3500_s,5595015.207.852007
b_501-001_3572,115,0,MILILANI via Kuahelani,5040006,3572_a,5632286.5041.873277
b_5-001_3616,5,1,MANOA VALLEY,50011,3616_smuwtfa,5595733.503.865442
b_9-004_3616,126,1,KAIMUKI - KCC,90159,3616_smuwtfa,5597677.912.866924
a_6-003_3497,6,0,PAUOA VALLEY,60125,3497_a,5591418.605.849560
a_32-001_3497,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3497_a,5591643.3202.849763
b_2-047_3572,2,1,WAIKIKI - KCC,20112,3572_a,5592907.213.863801
a_7-003_3500,7,1,KALIHI UKA,70006,3500_s,5593531.702.850833
b_62-005_3616,131,1,HONOLULU - Ala Moana Center,620146,3616_smuwtfa,5606706.6205.871923
b_413-001_3563,86,1,KAPOLEI TRANSIT CENTER,4130009,3563_muwtf,5599972.4132.868189
a_432-002_3497,88,0,WAIPAHU TRANSIT CENTER,4320024,3497_a,5601920.4322.855801
b_A-006_3585,22,0,CityExpress! WAIPAHU,A0060,3585_s,5604131.2505.870315
b_4-002_3572,4,0,NUUANU - Dowsett Avenue via UH Manoa,40095,3572_a,5592644.407.863603
